_id,video_id,viewCount,likeCount,dislikeCount
674b1040248c7e790a123036,_nsU7JZ2if4,2088,21,0
674b1042248c7e790a123037,eoPkxYVHgFg,467,6,0
674b1043248c7e790a123038,17hHHuewMZM,565,9,0
674b1044248c7e790a123039,H6nONDN5z6Y,1220,43,0
674b1045248c7e790a12303a,FxHCpIsnCuc,386,3,0
674b1046248c7e790a12303b,kcY-VXnNYtU,112,5,0
674b1047248c7e790a12303c,6-HldIfBv2s,157,4,0
674b1048248c7e790a12303d,U0FJ9MJQxMQ,843,13,0
674b1049248c7e790a12303e,w_nMrNzXpmI,53,3,0
674b104b248c7e790a12303f,c7x7mfQyMOs,133,2,0
674b104d248c7e790a123040,ZtSsSE2cbB0,499,9,0
674b104e248c7e790a123041,lTdKU4KaBJw,1939,18,0
674b104f248c7e790a123042,O1BJKWlnTyU,448,12,0
674b1050248c7e790a123043,lSMGl6ggEAw,484,11,0
674b1052248c7e790a123044,bIn2yLLRS5A,366,13,0
674b1055248c7e790a123045,HFBlK7S7H2Y,160,7,0
674b1057248c7e790a123046,j7pWYM_7rwY,92,6,0
674b1059248c7e790a123047,2SW1QCvvcSA,201,3,0
674b105c248c7e790a123048,tPPTxPvv4JM,453,12,0
674b105f248c7e790a123049,vHXRsfNAGvg,126,3,0
674b1062248c7e790a12304a,LToyVgG1cng,103,4,0
674b1064248c7e790a12304b,9yhEi6dhoNE,31,1,0
674b1066248c7e790a12304c,IB9IOW1e5R4,88,1,0
674b1067248c7e790a12304d,hgaPEf-kWIA,60,2,0
674b1068248c7e790a12304e,ISOPvRvMY80,29,2,0
674b106b248c7e790a12304f,XSjAtCepGAo,38,1,0
674b106f248c7e790a123050,E77eoudEtEM,25,1,0
674b1072248c7e790a123051,WkryRXgpyRc,461,11,0
674b1075248c7e790a123052,p3RY2j-uDfE,16155,183,0
674b1078248c7e790a123053,-AE6iU3nfEM,903,11,0
674b107c248c7e790a123054,T5M1q2Gio9E,468,9,0
674b107e248c7e790a123055,QKAd6N1GAH8,638,12,0
674b107f248c7e790a123056,HqHRKrxPnBA,586,17,0
674b1080248c7e790a123057,TV3c8GJOnW4,139,5,0
674b1083248c7e790a123058,jKqVXLXl9B8,218,3,0
674b1086248c7e790a123059,qH7hClOY8mY,608,9,0
674b1089248c7e790a12305a,7GRRApcmcw8,589,12,0
674b108b248c7e790a12305b,AFaAk_5QkYk,107,2,0
674b108c248c7e790a12305c,tHsCOYlbYAk,1869,29,0
674b108d248c7e790a12305d,0nPihRq4GeA,643,6,0
674b108e248c7e790a12305e,1uBBHH1CIyo,410,7,0
674b108f248c7e790a12305f,hij9Wgh5e5U,5040,24,0
674b1091248c7e790a123060,4FvvreeK3PQ,3358,59,0
674b1092248c7e790a123061,f2TVrYMEoLo,533,29,0
674b1094248c7e790a123062,hmgwOI8fHPg,696,18,0
674b1097248c7e790a123063,Z0mb43dQtvs,136,4,0
674b109b248c7e790a123064,3dvFTiBCYk4,43,2,0
674b109d248c7e790a123065,1_GpkoTSoEE,54,4,0
674b10a0248c7e790a123066,7PcgUgRrgpg,44,2,0
674b10a6248c7e790a123067,az75xlH4nOw,160,12,0
674b10ab248c7e790a123068,-JwzMJvkAvA,683,8,0
674b10ad248c7e790a123069,n9itKF0MByI,422,7,0
674b10b1248c7e790a12306a,yhYysuO3efs,455,15,0
674b10b5248c7e790a12306b,5o4OKD1k5Cw,498,7,0
674b10bc248c7e790a12306c,dkYRmO5xo84,422,6,0
674b10c0248c7e790a12306d,FAoXUCsdgY4,59,5,0
674b10c2248c7e790a12306e,U_QjXb4pz_k,209,7,0
674b10c6248c7e790a12306f,sOuxSV3Q6cE,692,12,0
674b10ca248c7e790a123070,X4Q9fC__kn8,450,8,0
674b10cd248c7e790a123071,22yKBTtqpSs,441,11,0
674b10d1248c7e790a123072,F_jY7nH3vS8,197,8,0
674b10d4248c7e790a123073,Nz-jcuSYVQk,119,4,0
674b10da248c7e790a123074,6-X_HmPHiFg,167,2,0
674b10de248c7e790a123075,8z3jof7-kYc,120,4,0
674b10e2248c7e790a123076,5FvHvCS3-Vs,194,7,0
674b10e7248c7e790a123077,gl20_t4JXZ8,155,7,0
674b10ea248c7e790a123078,peG12oLYKOU,1534,21,0
674b10ec248c7e790a123079,3PfEWyTYiJQ,750,9,0
674b10f1248c7e790a12307a,7l7kEBCOfy8,31,2,0
674b10f3248c7e790a12307b,K5JcWj5Dix0,72,2,0
674b10f7248c7e790a12307c,bAQYX81aqEw,39,4,0
674b10f9248c7e790a12307d,D1jVwRJvM50,34,1,0
674b10fc248c7e790a12307e,88PQ1JlwRzA,30,2,0
674b10ff248c7e790a12307f,L1x5Kt_Fq9Q,684,17,0
674b1100248c7e790a123080,B7db0ln4mNY,741,12,0
674b1102248c7e790a123081,NVYU_bAQGlE,840,16,0
674b1104248c7e790a123082,8rwHBtGC8v0,462,7,0
674b1105248c7e790a123083,UMeZ1XUjfvs,64,2,0
674b1107248c7e790a123084,PQgQBuHuDqQ,48,3,0
674b110b248c7e790a123085,jQeXm9EZyeU,647,7,0
674b110e248c7e790a123086,iAfG1_7mAmY,187,6,0
674b1112248c7e790a123087,a9-C2KH3gKA,59,7,0
674b1114248c7e790a123088,gRwxRzjBLno,488,11,0
674b1117248c7e790a123089,xtGACYFlcQk,446,9,0
674b111b248c7e790a12308a,2Abyfr_Z4to,87,0,0
674b111e248c7e790a12308b,ft1gU57zscE,25,2,0
674b1121248c7e790a12308c,ggwck_Ifbns,101,5,0
674b1125248c7e790a12308d,0ttCsL0eW3s,131,5,0
674b1128248c7e790a12308e,d0ITy7-YsCc,227,6,0
674b112b248c7e790a12308f,7XdmQvQlJQ0,115,3,0
674b1130248c7e790a123090,t82tEXtE1Ng,872,20,0
674b1133248c7e790a123091,S4gxXK5N71o,182,4,0
674b1137248c7e790a123092,4m-3BPUMgWk,68,3,0
674b113b248c7e790a123093,fMkrqMOkk2w,1019,16,0
674b113d248c7e790a123094,uYBkDLlUpA8,643,21,0
674b113e248c7e790a123095,vz54vy4xAW4,2479,7,0
674b1141248c7e790a123096,GoR78_zwK20,90,4,0
674b1145248c7e790a123097,tSwUo7qpl44,706,15,0
674b1147248c7e790a123098,Y4r54Z1UmM0,173,5,0
674b114b248c7e790a123099,gPR4crAoVog,593,12,0
674b1151248c7e790a12309a,wkTxSoC17Yw,631,11,0
674b1156248c7e790a12309b,Hi-I6qmQpp4,38,2,0
674b115a248c7e790a12309c,twn-f9UUdjA,301,8,0
674b115c248c7e790a12309d,3atr5IO5amU,70,2,0
674b115f248c7e790a12309e,hG-IWFh1KHs,2155,104,0
674b1163248c7e790a12309f,G3bW_fzfJbU,316,9,0
674b1166248c7e790a1230a0,6qaYOLg_izM,510,19,0
674b116a248c7e790a1230a1,neAS5L59lCI,10529,153,0
674b116e248c7e790a1230a2,kp2Q5hOPuPM,1613,22,0
674b1171248c7e790a1230a3,KNAL6jIbN80,1760,15,0
674b1175248c7e790a1230a4,CZxuBshV5Bo,18,5,0
674b1179248c7e790a1230a5,zK9W_6cxBIw,1007,11,0
674b117b248c7e790a1230a6,V-RfpJtxVTc,151,5,0
674b117e248c7e790a1230a7,cVqhmTaGVYU,564,12,0
674b1182248c7e790a1230a8,XUqXBzl4QYc,543,10,0
674b1185248c7e790a1230a9,US3zgGHlS3U,47,5,0
674b1188248c7e790a1230aa,iif8xUYoCwI,504,15,0
674b118c248c7e790a1230ab,7IpxiUIotCs,1938,58,0
674b118f248c7e790a1230ac,njMBSSWWnrk,800,12,0
674b1193248c7e790a1230ad,D6rZ69Uy2zk,763,15,0
674b1196248c7e790a1230ae,vGfPmz7dAX8,134,7,0
674b1199248c7e790a1230af,RH1eamuM3ro,632,22,0
674b119c248c7e790a1230b0,sUCZt0tBrGQ,473,17,0
674b11a0248c7e790a1230b1,VkXQpf1SbSA,77,7,0
674b1207248c7e790a1230b2,UY-WQ4o0x9Q,117,4,0
674b1208248c7e790a1230b3,emRFB2ULqTE,772,18,0
674b1209248c7e790a1230b4,gFYtIGmoRBg,573,20,0
674b1209248c7e790a1230b5,FwCeSrFWneA,389,8,0
674b120a248c7e790a1230b6,1s9aoCx9P2U,438,7,0
674b120b248c7e790a1230b7,o2HC9is2C0E,325,9,0
674b120c248c7e790a1230b8,l27BPXQjEgg,377,3,0
674b120c248c7e790a1230b9,2mLvNYgqF0o,31,4,0
674b120d248c7e790a1230ba,mf-FYmtZhdA,41,4,0
674b120e248c7e790a1230bb,PBLirPuqIG8,9,2,0
674b120f248c7e790a1230bc,t_iEkItrw8k,603,11,0
674b120f248c7e790a1230bd,mC7R0VeNImk,466,25,0
674b1210248c7e790a1230be,8AdJNWrwriU,116,2,0
674b1211248c7e790a1230bf,8OQY8UpaGEo,461,11,0
674b1211248c7e790a1230c0,LueeH_MsG8Q,558,14,0
674b1212248c7e790a1230c1,tK_ulR22ZKc,1088,70,0
674b1213248c7e790a1230c2,Ro9yQtcAWU4,784,22,0
674b1214248c7e790a1230c3,BMaibtORyMQ,437,23,0
674b1214248c7e790a1230c4,E5DZLWnS5ug,640,10,0
674b1215248c7e790a1230c5,oYFcOnyqi60,67,3,0
674b1216248c7e790a1230c6,zKTbzT-3vtE,94,7,0
674b1216248c7e790a1230c7,PAJWq6l-0bI,597,10,0
674b1217248c7e790a1230c8,Hxq-CSCXwZU,486,11,0
674b1218248c7e790a1230c9,MpmMZBK8s4g,66,6,0
674b1218248c7e790a1230ca,s64vqBUNwXY,754,24,0
674b1219248c7e790a1230cb,3aV7KVwtkCw,58,2,0
674b121a248c7e790a1230cc,dx5TXluREZM,103,3,0
674b121a248c7e790a1230cd,SyA-WgWXfC0,635,15,0
674b121b248c7e790a1230ce,t-43GjzlRlI,3445,222,0
674b121c248c7e790a1230cf,qVhXH0C3Mh8,466,23,0
674b121c248c7e790a1230d0,pjagsXYMLX4,482,11,0
674b121d248c7e790a1230d1,rf2JoczM_Xk,531,13,0
674b121e248c7e790a1230d2,VMmaeKmUir4,49,6,0
674b121e248c7e790a1230d3,MY2BySdOpjc,2207,16,0
674b121f248c7e790a1230d4,wY758l7OKI4,7854,160,0
674b1220248c7e790a1230d5,oPzmgnzUp78,624,22,0
674b1221248c7e790a1230d6,1gxG7GuIf7M,831,25,0
674b1221248c7e790a1230d7,yTfXhFH3rzI,284748,5495,0
674b1222248c7e790a1230d8,09aNt9BP60s,455,13,0
674b1223248c7e790a1230d9,LwUQiLLiEXQ,475,9,0
674b1223248c7e790a1230da,Nvwo1YZbdIk,467,14,0
674b1224248c7e790a1230db,tiVyBNGq79Q,22,3,0
674b1225248c7e790a1230dc,4Z-VxaiPyM8,490,12,0
674b1225248c7e790a1230dd,_tiSKzML3LI,383,11,0
674b1226248c7e790a1230de,pUPFbpOblVk,446,10,0
674b1227248c7e790a1230df,StNFTfrKF0E,477,11,0
674b1227248c7e790a1230e0,TgHl1f2fapo,223,4,0
674b1228248c7e790a1230e1,woGvbXZCHTg,12,1,0
674b1229248c7e790a1230e2,joYx3v-XbdQ,500,14,0
674b1229248c7e790a1230e3,CChKiHyCREg,432,14,0
674b122a248c7e790a1230e4,dwDGhT6rS6Q,21,3,0
674b122b248c7e790a1230e5,J8k_srHcFp0,432,10,0
674b122b248c7e790a1230e6,IiTzUkcS7u0,40,4,0
674b122c248c7e790a1230e7,S4QCkhSH6Ss,11335,348,0
674b122d248c7e790a1230e8,DAKfnR1a1yI,1360,39,0
674b122d248c7e790a1230e9,e6ibt1pUERc,468,13,0
674b122e248c7e790a1230ea,93_szcVVUik,561,10,0
674b122f248c7e790a1230eb,6MLjbFj9B5U,502,11,0
674b122f248c7e790a1230ec,C5ZZFuYDGXA,76,4,0
674b1230248c7e790a1230ed,6Xw03s03USc,123,3,0
674b1230248c7e790a1230ee,eq3k0ZfbCG0,63,3,0
674b1231248c7e790a1230ef,7xtgDjFj7HQ,544,13,0
674b1232248c7e790a1230f0,XXhJZEypIyk,97,6,0
674b1232248c7e790a1230f1,a3RT6v8qfs8,3521,70,0
674b1233248c7e790a1230f2,qFsUncKYWKw,472,18,0
674b1234248c7e790a1230f3,qLz1PRxZRb0,451,16,0
674b1234248c7e790a1230f4,51LEl2zMXPM,3083,54,0
674b1235248c7e790a1230f5,Djem6b8quT8,803,15,0
674b1236248c7e790a1230f6,z-WWWeNAduA,460,13,0
674b1236248c7e790a1230f7,P3wMopmLLTQ,490,15,0
674b1237248c7e790a1230f8,cnu8-kKLSr8,575,10,0
674b1237248c7e790a1230f9,KePd_UR6SfI,1337,60,0
674b1238248c7e790a1230fa,1T4WF9p7Nvc,21,2,0
674b1239248c7e790a1230fb,fiwyzvRXFqk,120,4,0
674b1239248c7e790a1230fc,suXG_HHszbE,445,22,0
674b123a248c7e790a1230fd,LhIS950bHm4,463,10,0
674b123b248c7e790a1230fe,NGGkHvEX_ew,517,15,0
674b123b248c7e790a1230ff,wDk00CITNRA,443,12,0
674b123c248c7e790a123100,26PQ_0RKLI4,524,16,0
674b123d248c7e790a123101,a44lNjQyFNk,438,18,0
674b123d248c7e790a123102,n8lmsu0sRcI,446,18,0
674b123e248c7e790a123103,vrINvZI3m10,71,3,0
674b123e248c7e790a123104,HUJaSSyhQfA,443,11,0
674b123f248c7e790a123105,wPsfEaJzZuU,444,9,0
674b1240248c7e790a123106,WpE27Ihrgnw,118,3,0
674b1240248c7e790a123107,J2Hmaovzyzs,1867,17,0
674b1241248c7e790a123108,Tao2RdXq_v4,563,8,0
674b1241248c7e790a123109,my6cwKlXaeA,12025,242,0
674b1242248c7e790a12310a,BYOfrqvettw,88,2,0
674b1243248c7e790a12310b,gR9eZ-AvUkg,488,6,0
674b1243248c7e790a12310c,LyD1HC_g3DA,3992,72,0
674b1244248c7e790a12310d,I0Ox-Fj3mN4,807,13,0
674b1245248c7e790a12310e,nAaU38ImVpA,1164,37,0
674b1245248c7e790a12310f,-ATU0H6YtXA,656,8,0
674b1246248c7e790a123110,eroLNXeCJHg,71,3,0
674b1246248c7e790a123111,Wtyv2Xmooq4,526,16,0
674b1247248c7e790a123112,6Jd-ObR7Ypw,429,9,0
674b1248248c7e790a123113,5VfEZXbextQ,445,7,0
674b1248248c7e790a123114,S74hYm4dmKE,567,7,0
674b1249248c7e790a123115,rR2YQiCdfr0,452,18,0
674b124a248c7e790a123116,xpSZtAp6A4M,8,2,0
674b124a248c7e790a123117,-WFzEA8dcT4,13890,357,0
674b124b248c7e790a123118,RtisZ4PfxNI,419,8,0
674b124c248c7e790a123119,fghsnbmgV2c,421,7,0
674b124c248c7e790a12311a,RNI_c-DWQzg,2514,58,0
674b124d248c7e790a12311b,nJxYcifI3ls,461,11,0
674b124e248c7e790a12311c,JnG9f9ALIGg,572,13,0
674b124f248c7e790a12311d,II6xWAmnZ_0,145,5,0
674b124f248c7e790a12311e,XpY-UTw5-UA,516,25,0
674b1250248c7e790a12311f,JhvXzSBtPVQ,697,16,0
674b1251248c7e790a123120,cMEDdGGM4Gc,525,17,0
674b1251248c7e790a123121,_kwXrDPo13A,802,25,0
674b1252248c7e790a123122,C8jwlxV22R8,2448,25,0
674b1253248c7e790a123123,5VwdXt6tqlQ,424,8,0
674b1253248c7e790a123124,LgBkMNaDB_0,749,15,0
674b1254248c7e790a123125,b42tId_mioY,539,15,0
674b1254248c7e790a123126,OmyLcjhInNk,426,10,0
674b1255248c7e790a123127,NqyUi2UvT8o,463,7,0
674b1256248c7e790a123128,aQpL9BGZyVw,491,14,0
674b1256248c7e790a123129,ZTkjOkNKVNs,732,18,0
674b1257248c7e790a12312a,8_6FoFC1SVs,479,14,0
674b1258248c7e790a12312b,XhIWGb1ZjJ0,453,18,0
674b1258248c7e790a12312c,FXKoEGvby14,503,34,0
674b1259248c7e790a12312d,wOOgBwx1bLI,463,13,0
674b125a248c7e790a12312e,6ulY4k7aUlM,544,12,0
674b125a248c7e790a12312f,pWINYCrM-NY,420,12,0
674b125b248c7e790a123130,B6ySvu9LD8w,118,2,0
674b125c248c7e790a123131,HF1V-dJnoSY,2783,26,0
674b125c248c7e790a123132,lK9jWQ6cKH8,657,13,0
674b125d248c7e790a123133,3HQrrXZWNgI,419,4,0
674b125e248c7e790a123134,0xmB0QV-7GY,3592,72,0
674b125e248c7e790a123135,YLzMbGLZJGU,894,10,0
674b125f248c7e790a123136,5PjNaL1yuiM,8,2,0
674b1260248c7e790a123137,g2P05nCIiCk,32,2,0
674b1260248c7e790a123138,-rwsPqVcncE,40,2,0
674b1261248c7e790a123139,ytU1IHpU0RM,30,2,0
674b1261248c7e790a12313a,HCHg7PhDv5w,435,10,0
674b1262248c7e790a12313b,YKVThVVNpIQ,1434,52,0
674b1263248c7e790a12313c,B7vQ9h-fcSo,41,2,0
674b1263248c7e790a12313d,6WA506B-Utk,660,10,0
674b1264248c7e790a12313e,8HY-Di-qtMY,650,8,0
674b1265248c7e790a12313f,oPrHE9mK85E,438,21,0
674b1265248c7e790a123140,XjlxuDZqgok,453,10,0
674b1266248c7e790a123141,jG616J5i3Kg,1524,29,0
674b1267248c7e790a123142,6uRQnWzWNAQ,427,15,0
674b1267248c7e790a123143,7Vkp7fER4yQ,2917,24,0
674b1268248c7e790a123144,h6WInESvI-I,453,17,0
674b1269248c7e790a123145,FbYzyWmXyiA,474,13,0
674b1269248c7e790a123146,PzS35_G46HM,440,16,0
674b126a248c7e790a123147,ip1FUZlFufI,425,13,0
674b126b248c7e790a123148,TrVK2CBXvUU,35,4,0
674b126b248c7e790a123149,GrAJ9fmyuwg,478,11,0
674b126c248c7e790a12314a,Um3wBm0aj_g,450,15,0
674b126d248c7e790a12314b,vIH5N7prPBU,493,15,0
674b126d248c7e790a12314c,8J-gydGSaJw,581,15,0
674b126e248c7e790a12314d,oHNt0ccRxT0,1073,30,0
674b126f248c7e790a12314e,9lVMkZA7SWQ,13,1,0
674b1270248c7e790a12314f,2VEDO8puUd0,119,3,0
674b1270248c7e790a123150,9DTTl2cmbig,454,9,0
674b1271248c7e790a123151,AAP4BrBhhw4,804,19,0
674b1272248c7e790a123152,mDht7PFgzMk,585,28,0
674b1272248c7e790a123153,ni29gYG2pHU,452,12,0
674b1273248c7e790a123154,8omGLxtSlaw,405,9,0
674b1274248c7e790a123155,eY-8bS1m4js,423,9,0
674b1275248c7e790a123156,ULMdWq8MJtg,437,8,0
674b1275248c7e790a123157,O8aK_dS4gTQ,450,14,0
674b1276248c7e790a123158,IFY0nfM8AAk,272,3,0
674b1277248c7e790a123159,fMrWRSbkfOg,817,26,0
674b1277248c7e790a12315a,pS4m2prbhiI,730,9,0
674b1278248c7e790a12315b,Xzms0s0fHdE,490,3,0
674b1279248c7e790a12315c,InbsTuxJZws,475,9,0
674b1279248c7e790a12315d,H0zYt3YKNso,411,15,0
674b127a248c7e790a12315e,_RHy4Wg3PpM,8442,266,0
674b127b248c7e790a12315f,rMVe6N83ZVQ,22,4,0
674b127b248c7e790a123160,UR5T_PhyCUo,145,12,0
674b127c248c7e790a123161,iYwAaZ_RWVM,77,2,0
674b127d248c7e790a123162,aDT9i_wgldc,641,17,0
674b127d248c7e790a123163,Hm0pQIBySnI,3733,67,0
674b127e248c7e790a123164,BH2EbxCJn7o,494,11,0
674b127f248c7e790a123165,EQW8JJli8tc,134,3,0
674b127f248c7e790a123166,h_qfP0-aOzk,23,3,0
674b1280248c7e790a123167,8YPD5-t855A,16,3,0
674b1281248c7e790a123168,IRUfWc-NY9o,13,3,0
674b1282248c7e790a123169,yNb_BN5vjgM,447,30,0
674b1282248c7e790a12316a,qKpfqhqu02g,3170,136,0
674b1283248c7e790a12316b,zIWfGPkwjTk,1341,35,0
674b1284248c7e790a12316c,sk72fvDB_Bs,127,4,0
674b1284248c7e790a12316d,0rlG1Vl7xGQ,423,35,0
674b1285248c7e790a12316e,ydH0jgyw1I4,435,14,0
674b1286248c7e790a12316f,E_b12IsCSb0,231,10,0
674b1286248c7e790a123170,XeTfc_zNxik,5056,73,0
674b1287248c7e790a123171,w976-YJ0rig,787,24,0
674b1288248c7e790a123172,6HThgwC5wb4,3268,74,0
674b1288248c7e790a123173,5m1mOOW-K8Q,407,8,0
674b1289248c7e790a123174,ZPOxMVtSBBI,494,13,0
674b128a248c7e790a123175,3TeRtDtyRfk,410,15,0
674b128a248c7e790a123176,fKFXwlB9RQ0,420,13,0
674b128b248c7e790a123177,upNRzAXq6WE,455,19,0
674b128c248c7e790a123178,rZw9vBsxa_o,444,15,0
674b128c248c7e790a123179,CpB8nl9uGcQ,750,21,0
674b128d248c7e790a12317a,VDy2dMOyAjo,474,12,0
674b128e248c7e790a12317b,0KrUqL5cQY0,1589,27,0
674b128e248c7e790a12317c,JkKBgtbpzi4,1571,19,0
674b128f248c7e790a12317d,ozR6khzGAxI,902,15,0
674b1290248c7e790a12317e,nlNNAeWr84k,547,9,0
674b1291248c7e790a12317f,ILYOzxd2M5g,2513,27,0
674b1291248c7e790a123180,-wxFUgde6aE,681,19,0
674b1292248c7e790a123181,lVa_Pw7L33g,866,8,0
674b1293248c7e790a123182,CJr3HjZSEng,1156,13,0
674b1293248c7e790a123183,2AI6ws2Rz-s,63,2,0
674b1294248c7e790a123184,UYiHenyElZ0,30,2,0
674b1295248c7e790a123185,0YQNtqIgWpA,53,3,0
674b1295248c7e790a123186,j54rLhr3oUQ,115,4,0
674b1296248c7e790a123187,SvycrUukcgE,56,2,0
674b1297248c7e790a123188,ct0gHb80tTQ,162,1,0
674b1297248c7e790a123189,EI2pTbaCGKQ,3826,52,0
674b1298248c7e790a12318a,kd4kJnP2tp4,267,15,0
674b1299248c7e790a12318b,D9fFGtlWwzc,613,22,0
674b129a248c7e790a12318c,L96dL7YXAAE,478,12,0
674b129a248c7e790a12318d,JlzPxAFl6HI,1950,41,0
674b129b248c7e790a12318e,wIZWBga3rWE,2209,75,0
674b129c248c7e790a12318f,HmNJN-8-EDI,542,37,0
674b129c248c7e790a123190,B3clg6dFdes,847,29,0
674b129d248c7e790a123191,hfAdV03iNcU,89,8,0
674b129e248c7e790a123192,fE820_A4aZw,501,13,0
674b129e248c7e790a123193,AkODkextjCI,69,2,0
674b129f248c7e790a123194,FvLVRHSgdTY,116,5,0
674b12a0248c7e790a123195,FiIOKlGZFSo,1438,88,0
674b12a0248c7e790a123196,E6PGm8DeOgk,533,7,0
674b12a1248c7e790a123197,WsLJ4NQQ_8A,1157,65,0
674b12a2248c7e790a123198,yXHAlVmJ4JI,2793,40,0
674b12a2248c7e790a123199,AM0nBFLS6qg,489,20,0
674b12a3248c7e790a12319a,VNIODNYVzyo,461,6,0
674b12a4248c7e790a12319b,NCqfQ8TL5cM,154,2,0
674b12a4248c7e790a12319c,Ufkse959Zsw,470,10,0
674b12a5248c7e790a12319d,A1KIticxEPQ,532,12,0
674b12a6248c7e790a12319e,KDzXcAEh9m4,214,6,0
674b12a7248c7e790a12319f,wt4Va4GgpEk,567,6,0
674b12a7248c7e790a1231a0,Cg67Q3xuCoQ,2112,49,0
674b12a8248c7e790a1231a1,22cG9LojxEQ,468,12,0
674b12a9248c7e790a1231a2,M4gnjOEDLCE,184,7,0
674b12a9248c7e790a1231a3,Gw6oMFA4gTU,477,9,0
674b12aa248c7e790a1231a4,kSqCOXoEH5s,78,3,0
674b12ab248c7e790a1231a5,g1_UZE4WHzg,477,10,0
674b12ab248c7e790a1231a6,Uo67Pe6xolw,81,2,0
674b12ac248c7e790a1231a7,-UkQ5Co-Zhg,643,19,0
674b12ad248c7e790a1231a8,YztEwl4UfoM,40,1,0
674b12ad248c7e790a1231a9,m0JFFgUhMmM,476,11,0
674b12ae248c7e790a1231aa,uu8NZap0MWM,8103,257,0
674b12af248c7e790a1231ab,U4qspqAbHC4,94,2,0
674b12af248c7e790a1231ac,dzRUWK0wIm8,493,9,0
674b12b0248c7e790a1231ad,0a9zbDfLGXE,171,5,0
674b12b1248c7e790a1231ae,RthhFSnCvA8,488,7,0
674b12b2248c7e790a1231af,myP94m4jUwk,434,10,0
674b12b2248c7e790a1231b0,NkHBnGo7ZZQ,459,7,0
674b12b3248c7e790a1231b1,vuVJVCa6lg8,120,2,0
674b12b4248c7e790a1231b2,51XSB6aceIw,14,2,0
674b12b4248c7e790a1231b3,p0I1IbHz1cc,10,1,0
674b12b5248c7e790a1231b4,-Jny53WhQgM,25,1,0
674b12b6248c7e790a1231b5,k_5snVMpGbs,454,9,0
674b12b7248c7e790a1231b6,eFovegtm74A,7390,344,0
674b12b7248c7e790a1231b7,JXBWPAN0aLc,511,14,0
674b12b8248c7e790a1231b8,dlUisP3aDIs,482,10,0
674b12b9248c7e790a1231b9,svJWg2xhDo4,741,24,0
674b12b9248c7e790a1231ba,8-pxGe7qFQ8,500,15,0
674b12ba248c7e790a1231bb,Qe-TGNNvKvw,1344,88,0
674b12bb248c7e790a1231bc,vwVoAmuTbnw,500,8,0
674b12bb248c7e790a1231bd,Zm_-TtjSF3U,277,8,0
674b12bc248c7e790a1231be,QXtYOd1bEuA,777,98,0
674b12bd248c7e790a1231bf,LzE0VPIntm4,503,15,0
674b12be248c7e790a1231c0,BumWOwIca2U,646,19,0
674b12be248c7e790a1231c1,P0BEM91DI8c,435,9,0
674b12bf248c7e790a1231c2,4-o4O8jj_Oo,424,15,0
674b12c0248c7e790a1231c3,EveVhb8Ne9s,463,9,0
